marca,modelo,version,precio,año,kilometros,combustible,transmision,potencia,puertas,link
Fiat,Scudo,1.5 Multijet 120CV,23600,2022.0,53400,Gasoil,M,120,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/58816100-4040.htm
Mercedes-Benz,Citan,110 CDI Tourer,14700,2018.0,183500,Eléctrico,MANUAL,130,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/35298555-1583.htm
Mercedes-Benz,Vito,114 CDI Tourer Pro,14500,,,Autogás,manual,110,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/59631688-2245.htm
Toyota,Proace City,1.5 D-4D 100CV,15600,2020.0,164800,diesel,Automático,105,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/89268192-6170.htm
Iveco,Daily,35C17 3.0 HPT L4H2,12800,2021.0,111800,DIESEL,automático,140,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/86584043-5433.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,15400,2020.0,102400,Diésel,Manual,102,3.0,https://www.coches.net/vehiculos-industriales/man-tge/69221668-1663.htm
Citroën,Jumper,2.2 BlueHDi 140CV L2H2,7500,2016.0,275600,diesel,AT,140,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/16416219-4161.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,28100,2020.0,168900,Hibrido,Auto,155,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/80056234-5307.htm
Citroën,Jumper,2.0 BlueHDi 130CV L3H2,22000,2020.0,,Diesel,M,125,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/71360110-5190.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,17600,2023.0,,diesel,Automático,150,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/10021035-3672.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,33900,2022.0,38300,MHEV,MANUAL,140,5.0,https://www.coches.net/vehiculos-industriales/man-tge/84172879-3168.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,7500,2020.0,128800,GASOLINA,Manual,140,5.0,https://www.coches.net/vehiculos-industriales/opel-movano/13877729-848.htm
Fiat,Ducato,2.0 Multijet 122CV Combi,19900,2022.0,80300,Diesel,M,122,5.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/94318115-3340.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,29300,2024.0,32500,Gasoil,Manual,155,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/53976954-846.htm
Fiat,Ducato,2.0 Multijet 122CV Combi,28200,2024.0,20600,gasoil,Manual,117,5.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/62416163-5583.htm
Maxus,Deliver 9,EV80 Electric 120CV,22200,2023.0,35600,Eléctrico (BEV),manual,125,3.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/57518015-4779.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,27500,2021.0,102300,Gasolina,manual,100,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/49379157-4649.htm
Fiat,Scudo,1.5 Multijet 120CV,15000,2020.0,177800,GNC,Auto,120,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/69993433-4235.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,22200,2023.0,38200,DIESEL,manual,120,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/81321768-5558.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,36100,2024.0,10100,diesel,MANUAL,120,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/39495837-484.htm
Fiat,Ducato,2.3 Multijet 130CV L2H2,9700,2017.0,181200 km,gasoil,manual,125,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/77738718-236.htm
Fiat,Doblo Cargo,1.6 Multijet 105CV,20100,2023.0,49700,diesel,manual,105,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/26298641-3624.htm
Mercedes-Benz,Vito,116 CDI Mixto,38400,2022.0,61700,Eléctrico (BEV),automático,150,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/14165264-3705.htm
Opel,Vivaro,2.0 Diesel 180CV Combi,7500,2015.0,291600,Gas Natural,manual,180,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/70270315-3453.htm
Maxus,EV80,Electric 120CV Furgon,19900,2022.0,48400,Eléctrico,manual,115,3.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/17345485-6128.htm
Citroën,Berlingo,1.5 BlueHDi 100CV Talla M,25800,2023.0,58800,Gasoil,M,100,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/23438574-2433.htm
Peugeot,Expert,1.5 BlueHDi 100CV,45700,2024.0,21900 km,Eléctrico (BEV),M,100,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/46119979-1125.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,25900 €,2022.0,72600,DIESEL,DSG,105,3.0,https://www.coches.net/vehiculos-industriales/opel-combo/79218238-2639.htm
Nissan,NV200,1.5 dCi 90CV Evalia,10400,2018.0,230300,Diésel,Automático,90,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/75228249-4791.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,14800,2019.0,113200,DIESEL,M,95,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/55203858-5041.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,12600,2023.0,43600,gasoil,MANUAL,119,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/90013011-1357.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,17100,2023.0,40900,Diésel,M,135,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/92133938-2224.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,,2021.0,108500,gasoil,MANUAL,102,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/80539763-5727.htm
Citroën,Berlingo,1.2 PureTech 110CV,21200 €,2023.0,44000,gasolina,Auto,110,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/34170777-6191.htm
Renault,Kangoo,E-Tech Electric 90CV,29600,2023.0,40300,Eléctrico (BEV),M,85,3.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/74414093-2484.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,25200,2022.0,106200,EV,DSG,75,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/43513823-823.htm
Iveco,Daily,35S16 2.3 Furgon,24500,2023.0,52100,Diésel,Auto,140,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/43626780-557.htm
Ford,Transit,2.0 EcoBlue 130CV Nugget,14000,2020.0,123300,diesel,M6,125,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/46771459-1283.htm
Fiat,Scudo,1.5 Multijet 120CV,13300,2019.0,137400,gasolina,manual,125 CV,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/31401084-3723.htm
Ford,Transit Connect,1.5 TDCi 75CV Trend,22500,2024.0,,diesel,M,75,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/15104155-4471.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,,2020.0,108000,Diesel,Manual,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/74366996-824.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,14600,22.0,65400,DIESEL,M6,145,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/11214942-6593.htm
Maxus,EV80,Electric 120CV Furgon,,2022.0,85700,Eléctrico (BEV),Automático,120,3.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/11539615-2851.htm
Iveco,Daily,35C17 3.0 HPT L4H2,20900,2023.0,39200,diesel,MANUAL,102,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/51987285-5819.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,26700,2023.0,48800,Diesel,M,150,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/49985997-4179.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,21300,2023.0,,Gasoil,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/66363858-3262.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,27900,2022.0,60900,gasoil,Auto,107,3.0,https://www.coches.net/vehiculos-industriales/man-tge/21645299-5182.htm
Maxus,EV80,Electric 120CV Furgon,22600,2023.0,38100,EV,manual,115,3.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/30263827-4534.htm
Maxus,EV80,Electric 120CV Furgon,15800,2017.0,300000,Eléctrico (BEV),Automática,120,5.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/81751036-4640.htm
Fiat,Ducato,2.0 Multijet 122CV Combi,14600,2016.0,302100,diesel,Automático,122,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/88285541-6741.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,27300,2023.0,34200,diesel,M,160,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/25319310-6021.htm
Renault,Master,2.3 dCi 145CV L3H2 RWD,12400,2018.0,161200,gasoil,automático,140,3.0,https://www.coches.net/vehiculos-industriales/renault-master/86856383-5205.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,29200,2024.0,23900,MHEV,M,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/51975614-5665.htm
Opel,Vivaro,1.5 Diesel 100CV,23400,2021.0,98500,Electric,Automático,100,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/21285997-1845.htm
Peugeot,Expert,2.0 BlueHDi 150CV Standard Premium,27900,2023.0,48800,diesel,AT,150,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/21149751-5492.htm
Volkswagen,Caddy,1.5 TSI 114CV,27100,2024.0,20000,GASOLINA,MANUAL,114,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/17190740-1252.htm
Fiat,Ducato,2.3 Multijet 130CV L2H2,24100,2022.0,87400,gasoil,automático,125 CV,5.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/79231333-211.htm
Iveco,Daily,35C17 3.0 HPT L4H2,13900,2021.0,97200,DIESEL,AT,110,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/55206796-1532.htm
Maxus,Deliver 9,EV80 Electric 120CV,15000,2018.0,209100,Electrico,Automática,120,3.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/64874638-1616.htm
Nissan,NV400,2.3 dCi 145CV L3H2 FWD,29100,2022.0,80400,Eléctrico (BEV),automático,145,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv400/13719487-3776.htm
Citroën,Jumpy,2.0 BlueHDi 120CV M,19900,2021.0,101800,gasoil,MANUAL,125,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/55118649-4252.htm
Renault,Master,2.3 dCi 110CV L2H2 FWD,12700,2020.0,101000,DIESEL,manual,110,3.0,https://www.coches.net/vehiculos-industriales/renault-master/16171536-140.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,22500,2020.0,140000,Electrico,MANUAL,182,3.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/46891157-4283.htm
Renault,Master,2.3 dCi 135CV Combi,28000,2024.0,20900 km,Gasolina,MANUAL,135,3.0,https://www.coches.net/vehiculos-industriales/renault-master/24438724-4065.htm
Mercedes-Benz,Sprinter,316 CDI Gran Volumen,21800,2022.0,78900,Gasoil,M,90,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/81127307-2417.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,28100,2022.0,66500,Diesel,DSG,204,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/71385641-2499.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,22200,2023.0,68500,gasoil,M6,95,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/78002973-2326.htm
Iveco,Daily,35S16 2.3 Furgon,25200,2020.0,150800km,Diésel,M6,102,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/95879311-3371.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,"12700,00",2018.0,190200,Gasoil,Manual,100,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/16238962-6332.htm
Ford,Transit,2.0 TDCi 130CV L2 H2 Trend,15800,2019.0,151900,gasoil,M,130 CV,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/31813769-1054.htm
Toyota,Proace City,1.5 D-4D 100CV,23500,2021.0,114400,Electric,Manual,100,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/91525582-3655.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,25800,2020.0,145400,gasolina,Manual,114,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/98732010-2620.htm
Toyota,Proace,Proace Electric 75kWh 136CV,26000,2020.0,83900,Eléctrico (BEV),Manual,131,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/16896408-6418.htm
Nissan,NV200,1.5 dCi 110CV,24200,2023.0,42200,Diésel,Manual,110,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/24386591-4232.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,23100,2024.0,25700,DIESEL,M,177,3.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/36645893-4968.htm
Mercedes-Benz,Sprinter,319 CDI 4x4,14800,2016.0,179900,Gasoil,M,100,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/36002316-5835.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,16000,2018.0,178800,Gasolina,M,150,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/68626417-2015.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,20500,2018.0,140200 km,GASOLINA,Manual,100,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/67538558-4811.htm
Peugeot,Expert,1.5 BlueHDi 100CV,9000,2023.0,44300,Gasoil,Automático,95,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/53238326-5253.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,23300,2024.0,18700,diesel,M,145,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/67038518-5855.htm
Fiat,Doblo Cargo,1.6 Multijet 105CV,14400,2021.0,94200,gasolina,MANUAL,110,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/36700737-6515.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,11700,2018.0,194800,Híbrido,M,199,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/76543529-594.htm
Fiat,Doblo Cargo,1.3 Multijet 90CV,13700,2016.0,142600,Diesel,Manual,95,3.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/29933196-2883.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,7900,2015.0,285800,diesel,Auto,102,3.0,https://www.coches.net/vehiculos-industriales/man-tge/97869173-880.htm
Opel,Combo,1.2 Turbo 110CV,26000,2023.0,50400,Diesel,M,110,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/15324758-3636.htm
Fiat,Doblo Cargo,1.3 Multijet 90CV,28700,2023.0,64700,EV,M,,3.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/64551046-1033.htm
Citroën,Berlingo,1.5 BlueHDi 100CV Talla M,15200,2018.0,176400,GASOLINA,MANUAL,100,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/75880113-345.htm
Toyota,Proace City,1.2 Turbo 110CV,19800,2019.0,177900,Gasoil,automático,110,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/65887036-842.htm
MAN,TGE,,19300,2018.0,194600,Diesel,M6,140,3.0,https://www.coches.net/vehiculos-industriales/man-tge/85241987-6073.htm
Renault,Master,2.3 dCi 180CV L4H3,33200,2023.0,53400,DIESEL,Manual,180,3.0,https://www.coches.net/vehiculos-industriales/renault-master/55242772-2474.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,7500,2019.0,220000,diesel,MANUAL,155,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/49229224-5181.htm
Nissan,NV300,2.0 dCi 120CV L1H1,20200,2023.0,41500 km,Gasolina,AT,120,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/44914941-4148.htm
Mercedes-Benz,Citan,110 CDI Tourer,,2017.0,226700,Diésel,M6,140,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/79542359-3253.htm
Volkswagen,Transporter,2.0 TDI 110CV L1H1,21000,2021.0,108600,DIESEL,AT,110,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/60560759-1864.htm
Fiat,Scudo,1.5 Multijet 120CV,24600,2024.0,25100,Gasoil,Manual,120,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/35143252-4021.htm
Iveco,Daily,35S16 2.3 Furgon,22700,2022.0,65900,Electrico,manual,150,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/14373688-3394.htm
Volkswagen,Caddy,1.5 TSI 114CV,12800,2015.0,224200,gasolina,MANUAL,114,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/64441550-5070.htm
Toyota,Proace,Proace Electric 75kWh 136CV,41800,2024.0,24600,EV,M,136,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/66267299-3720.htm
Renault,Kangoo,1.5 dCi 75CV Express,18900,2020.0,102300,DIESEL,automático,75,3.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/99345658-6764.htm
Mercedes-Benz,Vito,111 CDI Furgon,38900,2024.0,25700,Electric,MANUAL,120,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/76087497-3179.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,20600,2022.0,70200,Gasoil,AT,,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/55502864-3789.htm
Peugeot,Boxer,2.2 HDi 130CV L2H2,22800,2023.0,45300,Diésel,Auto,130,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/36369313-4615.htm
Opel,Combo,1.2 Turbo 110CV,10000,2021.0,114100,Gasoil,MANUAL,110,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/70293710-5960.htm
Fiat,Doblo Cargo,1.6 Multijet 105CV,12600,2019.0,196200,Diésel,Manual,105,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/53101402-4976.htm
Opel,Vivaro,1.5 Diesel 100CV,27600,2022.0,74600,Diésel,Auto,100,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/82822796-5747.htm
Ford,Transit,2.0 TDCi 170CV Custom Sport,15400,2021.0,71500,Eléctrico (BEV),MANUAL,175,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/34817175-3448.htm
Volkswagen,Transporter,2.0 TDI 110CV L1H1,40700,2024.0,9900,Eléctrico (BEV),DSG,110,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/63348986-5049.htm
Citroën,Jumper,2.0 BlueHDi 130CV L3H2,16000,2016.0,221300,Gasoil,automático,130,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/13177338-6855.htm
Peugeot,Partner,,15900,2019.0,163200,GASOLINA,MANUAL,105,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/37862303-3208.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,19200,2021.0,99500,,manual,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/10061461-3099.htm
Renault,Master,2.3 dCi 180CV L4H3,27200,2023.0,60200,Eléctrico,M6,180 CV,3.0,https://www.coches.net/vehiculos-industriales/renault-master/28333930-1810.htm
Maxus,Deliver 9,EV80 Electric 120CV,21700,2019.0,160900,Electric,M6,120,3.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/71084587-4039.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,15000,2017.0,300000,Diesel,Manual,160,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/83258366-2910.htm
Ford,Transit Connect,,32100,2022.0,78800,Diésel,automático,105,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/19599867-3356.htm
Fiat,Doblo Cargo,1.6 Multijet 105CV,14000,2023.0,48600,Diesel,M,,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/40381501-1190.htm
Citroën,Jumper,2.0 BlueHDi 130CV L3H2,18100,2023.0,30100,DIESEL,M6,130,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/66555424-2235.htm
Iveco,Daily,35S16 2.3 Furgon,22800,2021.0,81700km,Diésel,manual,120,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/63088604-5150.htm
Mercedes-Benz,Sprinter,316 CDI Gran Volumen,20800,2020.0,94400,gasoil,Manual,75CV,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/31209428-4170.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,15700,2017.0,220500,Eléctrico (BEV),M,145,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/81591593-5094.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,28900,2023.0,,diesel,manual,140,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/91266897-5353.htm
Citroën,Jumpy,2.0 BlueHDi 150CV XL Business,19700,2019.0,200000,diesel,M,155,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/63839504-1359.htm
Ford,Transit,2.0 EcoBlue 105CV Kombi,16100,,,diesel,Automática,105,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/42476984-1490.htm
Ford,Transit Connect,,22000 €,2023.0,39100 km,gasoil,MANUAL,75,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/96898212-3639.htm
Renault,Trafic,,7500 €,2016.0,300000 km,gasolina,Automática,95,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/93513122-1565.htm
Renault,Master,2.3 dCi 110CV L2H2 FWD,8100,2018.0,199400,DIESEL,Automático,110,3.0,https://www.coches.net/vehiculos-industriales/renault-master/16663414-3859.htm
Iveco,Daily,50C17 3.0 Caja Abierta,25300,2022.0,96000,gasoil,manual,90,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/57430295-6196.htm
Renault,Master,2.3 dCi 145CV L3H2 RWD,20200,2020.0,113300,DIESEL,Auto,145,5.0,https://www.coches.net/vehiculos-industriales/renault-master/46150779-3531.htm
Nissan,NV400,2.3 dCi 145CV L3H2 FWD,21800,2023.0,46200,diesel,Manual,145,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv400/26153488-4385.htm
Nissan,NV200,1.5 dCi 110CV,24800,2021.0,146000,DIESEL,Manual,115,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/82617699-6256.htm
Toyota,Proace,2.0 D-4D 150CV L2 Active,18700,2019.0,148900,Diesel,MANUAL,155,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/26533908-5117.htm
Mercedes-Benz,Sprinter,316 CDI L3H2,31000,2022.0,35300,Gasoil,DSG,130,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/54553625-2519.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,11600,2020.0,172000,Diesel,M,150,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/36189702-126.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,22500,2023.0,48000,DIESEL,MANUAL,160,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/48048350-365.htm
Iveco,Daily,35S16 2.3 Furgon,34700,2024.0,21900,Diésel,manual,100,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/53038948-118.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,14600,2017.0,,Diesel,M,182,3.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/30803478-6140.htm
Mercedes-Benz,Vito,119 CDI 4x4 Tourer Select,19500,2018.0,193000,gasoil,M6,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/97491821-5082.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,15300,2020.0,151500,Diésel,MANUAL,109,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/34681906-4973.htm
Mercedes-Benz,Citan,108 CDI Furgon,27500,2021.0,94400,diesel,M,102,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/46421911-5199.htm
Renault,Master,2.3 dCi 135CV Combi,11100,2017.0,,Gasoil,manual,135,5.0,https://www.coches.net/vehiculos-industriales/renault-master/50890916-630.htm
Mercedes-Benz,Sprinter,,26600,2019.0,181500,Eléctrico (BEV),DSG,140,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/25941579-5622.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,24900,2023.0,45400,Híbrido,manual,70,,https://www.coches.net/vehiculos-industriales/ford-transit-courier/47657263-2576.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,39300,2020.0,150000,Híbrido,M,140,3.0,https://www.coches.net/vehiculos-industriales/man-tge/91604300-6857.htm
Ford,Transit Connect,,7500,2015.0,220900,MHEV,Automática,115,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/22311687-5156.htm
Opel,Vivaro,2.0 CDTI 120CV L2H1,19000,2021.0,95700,diesel,manual,125,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/88902023-6563.htm
Volkswagen,Caddy,1.5 TSI 114CV,24100,2022.0,66400,GASOLINA,M,119,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/77798196-4685.htm
Ford,Transit,,39600,2024.0,23300,Eléctrico,Manual,130,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/26278384-1686.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,22400,2021.0,83500,Diésel,Automática,160,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/82339770-2013.htm
Mercedes-Benz,Vito,111 CDI Furgon,27000,2022.0,87900,diesel,manual,120,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/25673404-1989.htm
Peugeot,Partner,1.5 BlueHDi 100CV Premium,31600,2022.0,73000,Gasolina,MANUAL,105,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/58692101-5402.htm
Iveco,Daily,35S16 2.3 Furgon,15700,2020.0,122500,GLP,AT,75,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/75420157-1519.htm
Mercedes-Benz,Vito,116 CDI Mixto,12000,2017.0,208900,Diesel,manual,150,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/55479032-5919.htm
Mercedes-Benz,Vito,119 CDI 4x4 Tourer Select,33200,2022.0,38900,DIESEL,MANUAL,140,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/92559365-6525.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,20600,2023.0,58800,DIESEL,MANUAL,100,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/57057352-1513.htm
Toyota,Proace City,1.2 Turbo 110CV,13800,2019.0,140500,DIESEL,AT,105,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/39742895-3178.htm
Toyota,,,,2023.0,41800,Gasoil,M,115,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/62253567-4583.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,26700,2024.0,15300,Diesel,manual,100,3.0,https://www.coches.net/vehiculos-industriales/opel-combo/55619995-5246.htm
Mercedes-Benz,Sprinter,211 CDI Combi,32800,2024.0,15400,gasolina,M,110,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/92450525-5674.htm
